name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,minutes_played,min_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship
Sergio Romero,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
Winston Reid,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2,1040,1030,1000,1030,1030,1150,2019-20,0
Anthony Driscoll-Glennon,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,16,3,1110,1180,1130,1070,970,1110,2019-20,0
Charlie Austin,Southampton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,60,,0,1,3,1150,1040,1080,1050,1110,1080,2019-20,0
Ademola Lookman,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3,1100,1240,1100,1210,1170,1180,2019-20,0
Chris Smalling,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
Christian Saydee,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,14,2,1020,1020,990,1030,1000,1050,2019-20,0
Addji Keaninkin Marc-Israel Guehi,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,7,4,1220,1230,1240,1240,1220,1250,2019-20,0
Vincent Janssen,Spurs,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4,1180,1240,1100,1130,1200,1140,2019-20,0
Carl Jenkinson,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4,1180,1240,1170,1170,1150,1200,2019-20,0
Bailey Peacock-Farrell,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1110,1180,1130,1070,970,1110,2019-20,0
Cole Palmer,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,40,5,1330,1340,1260,1270,1320,1320,2019-20,0
Adalberto Peñaranda,Watford,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,41,3,1030,1140,1120,1120,1020,1150,2019-20,0
Scott Carson,Man City,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,12,5,1330,1340,1260,1270,1320,1320,2019-20,0
Conor Coventry,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,45,2,1040,1030,1000,1030,1030,1150,2019-20,0
Sam Woods,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,17,3,1130,1120,1080,1180,1040,1040,2019-20,0
Abd-Al-Ali Morakinyo Olaposi Koiki,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,22,3,1110,1180,1130,1070,970,1110,2019-20,0
Tudor Baluta,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,5,2,1050,1010,1100,1100,1040,1030,2019-20,0
Ben Gibson,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3,1110,1180,1130,1070,970,1110,2019-20,0
Sam Gallagher,Southampton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1150,1040,1080,1050,1110,1080,2019-20,0
Zech Medley,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,39,4,1180,1240,1170,1170,1150,1200,2019-20,0
Daniel Adshead,Norwich,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,47,2,980,1020,1030,1040,990,990,2019-20,1
Daniel Amartey,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1210,1160,1150,1080,1210,1100,2019-20,0
Taylor Harwood-Bellis,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,40,5,1330,1340,1260,1270,1320,1320,2019-20,0
Alex Cochrane,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,46,2,1050,1010,1100,1100,1040,1030,2019-20,0
Ayotomiwa Dele-Bashiru,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,13,3,1030,1140,1120,1120,1020,1150,2019-20,0
Brandon Austin,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,9,4,1180,1240,1100,1130,1200,1140,2019-20,0
Andy King,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1210,1160,1150,1080,1210,1100,2019-20,0
Andy Lonergan,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,2,5,1340,1350,1310,1320,1310,1330,2019-20,0
Alexandre Jankewitz,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,41,3,1150,1040,1080,1050,1110,1080,2019-20,0
Will Ferry,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,42,3,1150,1040,1080,1050,1110,1080,2019-20,0
Bernard Ashley-Seal,Wolves,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,10,4,1230,1190,1180,1230,1200,1200,2019-20,0
Steven Defour,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,3,1110,1180,1130,1070,970,1110,2019-20,0
Tyreke Johnson,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1150,1040,1080,1050,1110,1080,2019-20,0
Tyreece John-Jules,Arsenal,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,20,4,1180,1240,1170,1170,1150,1200,2019-20,0
Birkir Bjarnason,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,1020,1050,970,980,1000,1040,2019-20,1
Bobby Thomas,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,39,3,1110,1180,1130,1070,970,1110,2019-20,0
Asmir Begovic,Bournemouth,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,1020,1020,990,1030,1000,1050,2019-20,0
Stephen Henderson,Crystal Palace,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,9,3,1130,1120,1080,1180,1040,1040,2019-20,0
Wesley Hoedt,Southampton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1150,1040,1080,1050,1110,1080,2019-20,0
Beni Baningime,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,9,3,1100,1240,1100,1210,1170,1180,2019-20,0
Artur Boruc,Bournemouth,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,1020,1020,990,1030,1000,1050,2019-20,0
Alfie Lewis,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,41,2,1040,1030,1000,1030,1030,1150,2019-20,0
Alexandre Nascimento Costa Silva,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,1040,1030,1000,1030,1030,1150,2019-20,0
Thomas Allan,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,22,3,1090,1100,1030,1040,980,990,2019-20,0
Archie Mair,Norwich,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,8,2,980,1020,1030,1040,990,990,2019-20,1
Anthony Knockaert,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,2,1050,1010,1100,1100,1040,1030,2019-20,0
Andre Green,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,2,1020,1050,970,980,1000,1040,2019-20,1
Will Norris,Wolves,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,4,1230,1190,1180,1230,1200,1200,2019-20,0
Beram Kayal,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,1050,1010,1100,1100,1040,1030,2019-20,0
Simon Mignolet,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,5,1340,1350,1310,1320,1310,1330,2019-20,0
Callum Slattery,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1150,1040,1080,1050,1110,1080,2019-20,0
Caoimhin Kelleher,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,2,5,1340,1350,1310,1320,1310,1330,2019-20,0
Alexis Sánchez,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,70,,0,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
Lovre Kalinic,Aston Villa,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,1020,1050,970,980,1000,1040,2019-20,1
Ryan Giles,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,23,4,1230,1190,1180,1230,1200,1200,2019-20,0
Matthew Smith,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,40,4,1180,1240,1170,1170,1150,1200,2019-20,0
Kaine Hayden,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,45,2,1020,1050,970,980,1000,1040,2019-20,1
João Manuel Neves Virgínia,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,28,3,1100,1240,1100,1210,1170,1180,2019-20,0
José Heriberto Izquierdo Mena,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,2,1050,1010,1100,1100,1040,1030,2019-20,0
Matt Macey,Arsenal,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,40,4,1180,1240,1170,1170,1150,1200,2019-20,0
Matteo Darmian,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
Josh Benson,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,42,3,1110,1180,1130,1070,970,1110,2019-20,0
Matthew Clarke,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,1050,1010,1100,1100,1040,1030,2019-20,0
Joseph Anang,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,19,2,1040,1030,1000,1030,1030,1150,2019-20,0
Jose Luis Mato Sanmartín,Newcastle,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3,1090,1100,1030,1040,980,990,2019-20,0
Jonas Lössl,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1100,1240,1100,1210,1170,1180,2019-20,0
James Daly,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,18,3,1130,1120,1080,1180,1040,1040,2019-20,0
John Ruddy,Wolves,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4,1230,1190,1180,1230,1200,1200,2019-20,0
John-Kymani Gordon,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,46,3,1130,1120,1080,1180,1040,1040,2019-20,0
Joel Mumbongo,Burnley,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,46,3,1110,1180,1130,1070,970,1110,2019-20,0
Michael Verrips,Sheffield Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1180,1200,1170,1180,1050,1110,2019-20,1
Joe Hart,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1110,1180,1130,1070,970,1110,2019-20,0
Michel Vorm,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,9,4,1180,1240,1100,1130,1200,1140,2019-20,0
Jimmy Dunne,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,39,3,1110,1180,1130,1070,970,1110,2019-20,0
Mihai-Alexandru Dobre,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,17,2,1020,1020,990,1030,1000,1050,2019-20,0
Mohamed Elneny,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4,1180,1240,1170,1170,1150,1200,2019-20,0
Karl Darlow,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1090,1100,1030,1040,980,990,2019-20,0
Kayne Ramsay,Southampton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3,1150,1040,1080,1050,1110,1080,2019-20,0
Ken Sema,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3,1030,1140,1120,1120,1020,1150,2019-20,0
Marko Arnautovic,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0,70,,0,1,2,1040,1030,1000,1030,1030,1150,2019-20,0
Liam Gibson,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,24,3,1090,1100,1030,1040,980,990,2019-20,0
Lewis Gibson,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1100,1240,1100,1210,1170,1180,2019-20,0
Lukas Jensen,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,39,3,1110,1180,1130,1070,970,1110,2019-20,0
Lewis Bate,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,44,4,1220,1230,1240,1240,1220,1250,2019-20,0
Luke Amos,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4,1180,1240,1100,1130,1200,1140,2019-20,0
Luke Cundle,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,14,4,1230,1190,1180,1230,1200,1200,2019-20,0
Luke Dreher,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1130,1120,1080,1180,1040,1040,2019-20,0
Leonardo Campana,Wolves,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,42,4,1230,1190,1180,1230,1200,1200,2019-20,0
Leon Balogun,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,1050,1010,1100,1100,1040,1030,2019-20,0
Maarten Stekelenburg,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3,1100,1240,1100,1210,1170,1180,2019-20,0
Mace Goodridge,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,16,3,1110,1180,1130,1070,970,1110,2019-20,0
Lee Grant,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
Laurent Koscielny,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4,1180,1240,1170,1170,1150,1200,2019-20,0
Marc Navarro,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3,1030,1140,1120,1120,1020,1150,2019-20,0
Konstantinos Mavropanos,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4,1180,1240,1170,1170,1150,1200,2019-20,0
Kieran Trippier,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,4,1180,1240,1100,1130,1200,1140,2019-20,0
Mario Lemina,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3,1150,1040,1080,1050,1110,1080,2019-20,0
Ki-Jana Hoever,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,28,5,1340,1350,1310,1320,1310,1330,2019-20,0
Mark Duffy,Sheffield Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,3,1180,1200,1170,1180,1050,1110,2019-20,1
Mohamed Elyounoussi,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,3,1150,1040,1080,1050,1110,1080,2019-20,0
James Chester,Aston Villa,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,1020,1050,970,980,1000,1040,2019-20,1
Daniel N'Lundulu,Southampton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,4,3,1150,1040,1080,1050,1110,1080,2019-20,0
Robert Kenedy Nunes do Nascimento,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,4,1220,1230,1240,1240,1220,1250,2019-20,0
Rachid Ghezzal,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,3,1210,1160,1150,1080,1210,1100,2019-20,0
Rafael Camacho,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,5,1340,1350,1310,1320,1310,1330,2019-20,0
Fraser Forster,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1150,1040,1080,1050,1110,1080,2019-20,0
Filip Benkovic,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,22,3,1210,1160,1150,1080,1210,1100,2019-20,0
Rhian Brewster,Liverpool,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,5,1340,1350,1310,1320,1310,1330,2019-20,0
Rhu-endly Martina,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,17,3,1100,1240,1100,1210,1170,1180,2019-20,0
Richard Stearman,Sheffield Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3,1180,1200,1170,1180,1050,1110,2019-20,1
Ethan Ampadu,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4,1220,1230,1240,1240,1220,1250,2019-20,0
Ellis Simms,Everton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,46,3,1100,1240,1100,1210,1170,1180,2019-20,0
Robert Elliot,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,17,3,1090,1100,1030,1040,980,990,2019-20,0
Jake Eastwood,Sheffield Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1180,1200,1170,1180,1050,1110,2019-20,1
Eldin Jakupovic,Leicester,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1210,1160,1150,1080,1210,1100,2019-20,0
Dennis Cirkin,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,42,4,1180,1240,1100,1130,1200,1140,2019-20,0
Rolando Aarons,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3,1090,1100,1030,1040,980,990,2019-20,0
Davide Zappacosta,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4,1220,1230,1240,1240,1220,1250,2019-20,0
Romelu Lukaku,Man Utd,0,FWD,0,0,0,0,0,0,0,0,0,0,0,85,,0,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
David Button,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2,1050,1010,1100,1100,1040,1030,2019-20,0
Darnell Johnson,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,45,3,1210,1160,1150,1080,1210,1100,2019-20,0
Danny Ward,Leicester,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1210,1160,1150,1080,1210,1100,2019-20,0
Danilo Luiz da Silva,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,5,1330,1340,1260,1270,1320,1320,2019-20,0
Pontus Dahlberg,Watford,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1030,1140,1120,1120,1020,1150,2019-20,0
Gavin Kilkenny,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,14,2,1020,1020,990,1030,1000,1050,2019-20,0
Philip Heise,Norwich,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2,980,1020,1030,1040,990,990,2019-20,1
Pedro Obiang,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,1040,1030,1000,1030,1030,1150,2019-20,0
Jacob Murphy,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3,1090,1100,1030,1040,980,990,2019-20,0
Jacob Maddox,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,45,3,1150,1040,1080,1050,1110,1080,2019-20,0
Nathaniel Phillips,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,21,5,1340,1350,1310,1320,1310,1330,2019-20,0
Jack Young,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,43,3,1090,1100,1030,1040,980,990,2019-20,0
Jack Colback,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1090,1100,1030,1040,980,990,2019-20,0
Nikola Tavares,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,39,3,1130,1120,1080,1180,1040,1040,2019-20,0
Nya Kirby,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,21,3,1130,1120,1080,1180,1040,1040,2019-20,0
Ivan Cavaleiro,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4,1230,1190,1180,1230,1200,1200,2019-20,0
Idrissa Gueye,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3,1100,1240,1100,1210,1170,1180,2019-20,0
Hélder Costa,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4,1230,1190,1180,1230,1200,1200,2019-20,0
Heurelho da Silva Gomes,Watford,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,1030,1140,1120,1120,1020,1150,2019-20,0
Oskar Buur,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,20,4,1230,1190,1180,1230,1200,1200,2019-20,0
Owen Otasowie,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,14,4,1230,1190,1180,1230,1200,1200,2019-20,0
Panagiotis Retsos,Sheffield Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,26,3,1180,1200,1170,1180,1050,1110,2019-20,1
Harvey White,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,39,4,1180,1240,1100,1130,1200,1140,2019-20,0
Harry Lewis,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,7,3,1150,1040,1080,1050,1110,1080,2019-20,0
Grady Diangana,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,1040,1030,1000,1030,1030,1150,2019-20,0
Gonçalo Bento Soares Cardoso,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,22,2,1040,1030,1000,1030,1030,1150,2019-20,0
Giovanni McGregor,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,23,3,1130,1120,1080,1180,1040,1040,2019-20,0
Frederick Woodman,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3,1090,1100,1030,1040,980,990,2019-20,0
